sample,IGHV3-30_IGHJ3,IGHV6-1_IGHJ3,IGHV3-21_IGHJ3,IGHV4-34_IGHJ4,IGHV3-13_IGHJ2,IGHV3-23_IGHJ4,IGHV3-21_IGHJ4,IGHV3-48_IGHJ4,IGHV3-30_IGHJ4,IGHV3-73_IGHJ4,IGHV5-51_IGHJ3,IGHV4-59_IGHJ4,IGHV3-66_IGHJ3,IGHV6-1_IGHJ4,IGHV3-7_IGHJ5,IGHV3-7_IGHJ4,IGHV1-69_IGHJ3,IGHV4-39_IGHJ3,IGHV5-10-1_IGHJ5,IGHV3-53_IGHJ4,IGHV3-30-3_IGHJ5,IGHV4-39_IGHJ1,IGHV1-46_IGHJ3,IGHV3-74_IGHJ3,IGHV3-74_IGHJ4,IGHV4-39_IGHJ6,IGHV3-23_IGHJ6,IGHV4-59_IGHJ5,IGHV3-23_IGHJ3,IGHV2-70_IGHJ4,IGHV3-48_IGHJ3,IGHV3-11_IGHJ4,IGHV3-20_IGHJ4,IGHV4-59_IGHJ3,IGHV1-3_IGHJ4,IGHV3-30_IGHJ6,IGHV1-18_IGHJ4,IGHV3-33_IGHJ4,IGHV3-15_IGHJ5,IGHV3-30-3_IGHJ4,IGHV4-59_IGHJ6,IGHV3-43_IGHJ6,IGHV4-39_IGHJ4,IGHV5-51_IGHJ6,IGHV3-43_IGHJ4,IGHV1-46_IGHJ6,IGHV3-30_IGHJ5,IGHV1-2_IGHJ4,IGHV3-53_IGHJ3,IGHV4-61_IGHJ4,IGHV3-30-3_IGHJ6,IGHV3-7_IGHJ6,IGHV3-48_IGHJ5,IGHV3-21_IGHJ2,IGHV1-46_IGHJ4,IGHV3-15_IGHJ3,IGHV3-48_IGHJ6,IGHV1-3_IGHJ6,IGHV1-69_IGHJ6,IGHV4-34_IGHJ3,IGHV1-24_IGHJ4,IGHV4-31_IGHJ6,IGHV1-69_IGHJ4,IGHV3-66_IGHJ4,IGHV3-64_IGHJ4,IGHV5-51_IGHJ4,IGHV2-70_IGHJ6,IGHV1-2_IGHJ3,IGHV2-5_IGHJ4,IGHV4-31_IGHJ4,IGHV3-23_IGHJ5,IGHV4-4_IGHJ5,IGHV1-58_IGHJ6,IGHV3-7_IGHJ3,IGHV3-73_IGHJ6,IGHV3-20_IGHJ3,IGHV1-69_IGHJ5,IGHV3-30-3_IGHJ3,IGHV4-39_IGHJ2,IGHV3-15_IGHJ4,IGHV4-31_IGHJ3,IGHV3-49_IGHJ4,IGHV5-51_IGHJ5,IGHV6-1_IGHJ5,IGHV3-74_IGHJ6,IGHV3-72_IGHJ3,IGHV3-15_IGHJ6,IGHV4-4_IGHJ4,IGHV3-74_IGHJ5,IGHV1-18_IGHJ3,IGHV2-26_IGHJ4,IGHV1-18_IGHJ5,IGHV3-13_IGHJ3,IGHV4-31_IGHJ5,IGHV3-33_IGHJ3,IGHV1-46_IGHJ5,IGHV1-2_IGHJ1,IGHV4-34_IGHJ5,IGHV3-72_IGHJ6,IGHV1-2_IGHJ6,IGHV3-72_IGHJ4,IGHV4-31_IGHJ2,IGHV4-30-2_IGHJ5,IGHV4-39_IGHJ5,IGHV3-53_IGHJ6,IGHV3-64_IGHJ6,IGHV3-23_IGHJ2,IGHV3-74_IGHJ1,IGHV4-30-4_IGHJ4,IGHV4-61_IGHJ3,IGHV3-20_IGHJ6,IGHV3-64_IGHJ3,IGHV3-11_IGHJ3,IGHV3-66_IGHJ6,IGHV3-13_IGHJ6,IGHV3-64D_IGHJ4,IGHV1-2_IGHJ5,IGHV2-70_IGHJ5,IGHV4-4_IGHJ3,IGHV2-5_IGHJ6,IGHV3-53_IGHJ5,IGHV3-33_IGHJ6,IGHV1-24_IGHJ6,IGHV4-30-2_IGHJ4,IGHV4-59_IGHJ1,IGHV1-2_IGHJ2,IGHV3-43_IGHJ3,IGHV5-10-1_IGHJ4,IGHV4-30-4_IGHJ5,IGHV1-18_IGHJ6,IGHV2-5_IGHJ5,IGHV4-34_IGHJ6,IGHV3-21_IGHJ6,IGHV3-13_IGHJ5,IGHV3-33_IGHJ2,IGHV3-33_IGHJ5,IGHV2-5_IGHJ3,IGHV4-30-2_IGHJ6,IGHV3-73_IGHJ5,IGHV3-49_IGHJ3,IGHV4-4_IGHJ6,IGHV5-51_IGHJ2,IGHV3-11_IGHJ6,IGHV4-30-4_IGHJ2,IGHV5-10-1_IGHJ3,IGHV5-10-1_IGHJ1,IGHV6-1_IGHJ6,IGHV3-33_IGHJ1,IGHV1-69_IGHJ2,IGHV1-3_IGHJ5,IGHV3-64_IGHJ5,IGHV3-72_IGHJ1,IGHV3-23_IGHJ1,IGHV4-34_IGHJ2,IGHV3-72_IGHJ5,IGHV3-43_IGHJ1,IGHV3-11_IGHJ5,IGHV4-59_IGHJ2,IGHV1-3_IGHJ3,IGHV3-20_IGHJ5,IGHV4-30-4_IGHJ6,IGHV3-53_IGHJ1,IGHV1-24_IGHJ5,IGHV3-30_IGHJ2,IGHV3-49_IGHJ6,IGHV5-10-1_IGHJ6,IGHV4-30-4_IGHJ3,IGHV6-1_IGHJ1,IGHV4-31_IGHJ1,IGHV1-3_IGHJ2,IGHV3-43_IGHJ5,IGHV3-7_IGHJ2,IGHV2-5_IGHJ2,IGHV3-64_IGHJ2,IGHV2-70_IGHJ2,IGHV1-58_IGHJ4,IGHV3-30_IGHJ1,IGHV4-30-2_IGHJ3,IGHV3-48_IGHJ2,IGHV4-61_IGHJ5,IGHV3-21_IGHJ5,IGHV3-15_IGHJ2,IGHV6-1_IGHJ2,IGHV3-49_IGHJ1,IGHV3-13_IGHJ4,IGHV2-70_IGHJ3,IGHV3-15_IGHJ1,IGHV1-24_IGHJ3,IGHV4-61_IGHJ2,IGHV5-51_IGHJ1,IGHV3-64_IGHJ1,IGHV4-61_IGHJ6,IGHV3-66_IGHJ2,IGHV3-73_IGHJ3,IGHV1-18_IGHJ2,IGHV5-10-1_IGHJ2,IGHV3-49_IGHJ2,IGHV3-30-3_IGHJ2,IGHV7-4-1_IGHJ6,IGHV1-69_IGHJ1,IGHV4-30-2_IGHJ2,IGHV4-61_IGHJ1,IGHV7-4-1_IGHJ5,IGHV3-11_IGHJ2,IGHV1-58_IGHJ2,IGHV2-26_IGHJ6,IGHV4-34_IGHJ1,IGHV4-4_IGHJ2,IGHV4-30-4_IGHJ1,IGHV4-4_IGHJ1,IGHV1-46_IGHJ2,IGHV4-28_IGHJ5,IGHV3-20_IGHJ2,IGHV3-30-3_IGHJ1,IGHV3-53_IGHJ2,IGHV1-3_IGHJ1,IGHV1-18_IGHJ1,IGHV2-26_IGHJ3,IGHV1-58_IGHJ3,IGHV3-49_IGHJ5,IGHV3-7_IGHJ1,IGHV4-30-2_IGHJ1,IGHV1-24_IGHJ1,IGHV2-5_IGHJ1,IGHV1-45_IGHJ3,IGHV3-20_IGHJ1,IGHV3-43_IGHJ2,IGHV1-58_IGHJ5,IGHV1-46_IGHJ1,IGHV7-4-1_IGHJ4,IGHV7-4-1_IGHJ3,IGHV3-73_IGHJ2,IGHV3-72_IGHJ2,IGHV3-64D_IGHJ3,IGHV1-45_IGHJ4,IGHV3-21_IGHJ1,IGHV2-26_IGHJ5,IGHV3-74_IGHJ2,IGHV3-66_IGHJ5,IGHV4-28_IGHJ4,IGHV3-48_IGHJ1,IGHV1-24_IGHJ2,IGHV3-11_IGHJ1,IGHV7-4-1_IGHJ1,IGHV3-73_IGHJ1,IGHV2-26_IGHJ2,IGHV3-66_IGHJ1,IGHV2-70_IGHJ1,IGHV1-45_IGHJ1,IGHV3-64D_IGHJ6,IGHV1-8_IGHJ4,IGHV1-45_IGHJ5,IGHV4-38-2_IGHJ4,IGHV4-38-2_IGHJ6,IGHV1-8_IGHJ6,IGHV3-9_IGHJ4,IGHV3-NL1_IGHJ5,IGHV4-28_IGHJ3,IGHV3-9_IGHJ6,IGHV1-58_IGHJ1,IGHV4-38-2_IGHJ5,IGHV2-26_IGHJ1,IGHV3-64D_IGHJ5,IGHV1-8_IGHJ3,IGHV3-13_IGHJ1,IGHV7-4-1_IGHJ2,IGHV3-NL1_IGHJ4,IGHV3-43D_IGHJ4,IGHV4-28_IGHJ2,IGHV1-8_IGHJ5,IGHV3-64D_IGHJ1,IGHV3-9_IGHJ5,IGHV1-8_IGHJ1,IGHV3-9_IGHJ3,IGHV3-9_IGHJ2,IGHV1-8_IGHJ2,IGHV3-9_IGHJ1,IGHV4-28_IGHJ6,IGHV4-38-2_IGHJ3,IGHV3-43D_IGHJ5,IGHV3-43D_IGHJ6,IGHV3-43D_IGHJ1,IGHV4-38-2_IGHJ2,IGHV1-45_IGHJ6,IGHV3-NL1_IGHJ6,IGHV1-45_IGHJ2,IGHV3-NL1_IGHJ1,IGHV3-NL1_IGHJ3,IGHV3-64D_IGHJ2,IGHV3-43D_IGHJ3,IGHV4-28_IGHJ1,IGHV1-69-2_IGHJ3,IGHV3-43D_IGHJ2,IGHV4-38-2_IGHJ1,IGHV1-69-2_IGHJ4,IGHV1-69-2_IGHJ5,IGHV1-69-2_IGHJ6,IGHV1-69-2_IGHJ1,IGHV3-NL1_IGHJ2,IGHV3-23D_IGHJ4,IGHV3-23D_IGHJ5,IGHV1-69-2_IGHJ2,IGHV2-70D_IGHJ4,IGHV2-70D_IGHJ6,IGHV3-23D_IGHJ2,IGHV3-23D_IGHJ6,IGHV2-70D_IGHJ3
2nd-17,0.01355355,0.002828927,0.006365693,0.026844397,0.00349055,0.063936659,0.018681132,0.016720586,0.037221182,0.00517623,0.007348398,0.027360074,0.001607842,0.005339204,0.003762983,0.022621683,0.008914889,0.008581645,0.00396974,0.006832721,0.004524337,0.000931624,0.004470823,0.002721899,0.011147868,0.00818759,0.016183017,0.012286249,0.011145436,0.00497677,0.003945416,0.009992459,0.004653256,0.01035246,0.004641094,0.01785167,0.016584369,0.013964632,0.001717302,0.025423852,0.016883559,0.004251903,0.026185206,0.007156236,0.003745956,0.004475688,0.005173798,0.01255625,0.002276763,0.003310549,0.006168665,0.006385152,0.003274063,0.000882975,0.008352996,0.003159738,0.00875678,0.003398117,0.015832745,0.004429471,0.002653791,0.003984335,0.018111941,0.004470823,0.009685972,0.015222203,0.002709737,0.003359198,0.004405147,0.01055192,0.007781372,0.002775413,0.001104327,0.003711902,0.002408115,0.001138381,0.006433801,0.006552991,0.00210406,0.012607331,0.004159471,0.004624067,0.005074068,0.001474058,0.004273795,0.000530272,0.003964876,0.008730024,0.001622437,0.00347109,0.00187541,0.005404879,0.001050814,0.004312714,0.003164603,0.002690278,0.000457299,0.009814891,0.000999732,0.005645691,0.001846221,0.000909732,0.001848654,0.010070297,0.002520007,0.002087033,0.001960546,0.000282163,0.008939213,0.000992435,0.001765951,0.001593248,0.002529737,0.002658656,0.002113789,0.000223784,0.004441634,0.001026489,0.002169736,0.000727299,0.000861083,0.003933254,0.001045949,0.003103792,0.000440271,0.000593515,0.000844056,0.008007589,0.003137846,0.008318941,0.001503247,0.015431393,0.009131376,0.000296758,0.000581353,0.00140595,0.001165138,0.001157841,0.000829462,0.000814867,0.003383523,0.000734597,0.003655956,0.000510812,0.00207487,0.000160541,0.002172168,0.000294325,0.001118922,0.00197514,0.000756489,5.59E-05,0.001080003,0.001242976,0.000172703,0.000126487,0.001977573,0.002838656,0.000792975,0.000612975,0.00250298,0.000124054,0.000715137,0.0010873,0.001928924,0.004818662,0.002952981,4.86E-05,0.000228649,0.000245676,0.000501082,0.000530272,0.00010946,0.000250541,0.000231082,0.000992435,0.000870813,0.001549464,0.00050838,0.000814867,0.002858116,0.000325947,0.000296758,0.000102162,0.001092165,0.001162706,0.000187298,0.000875678,0.000257839,0.000277298,0.000197028,0.000834327,0.00021892,0.000540001,0.000352704,0.000403785,0.00011919,0.000593515,0.000133784,0.000540001,0.000306487,4.86E-05,0.000107027,0.000527839,9.24E-05,0.001026489,0.00048892,0.000340541,0.000175136,0.000162973,0.000235947,1.46E-05,0.000352704,0.000535137,0.000321082,0.000116757,0.000306487,0.000411082,0.000411082,0.000406217,0.00027973,4.38E-05,9.97E-05,0.000116757,3.89E-05,5.11E-05,0.000104595,0.000187298,7.78E-05,9.00E-05,2.19E-05,0.000116757,3.65E-05,1.22E-05,7.30E-06,0.00021892,0.00057892,0.000287028,0.000381893,2.43E-05,0.000177568,9.24E-05,0.000141081,7.30E-06,4.14E-05,0.000107027,5.11E-05,1.95E-05,4.86E-06,1.95E-05,7.30E-06,7.30E-06,9.73E-06,2.43E-06,9.73E-06,1.70E-05,2.43E-06,7.30E-06,1.46E-05,2.43E-06,2.43E-06,1.22E-05,2.43E-06,2.43E-06,4.86E-06,4.86E-06,2.43E-06,2.43E-06,2.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4th-11,0.005457242,0.003232548,0.004250514,0.020568308,0.002443793,0.058027438,0.016068359,0.019011022,0.019439107,0.002258402,0.006525769,0.036056898,0.002039303,0.00490781,0.003535915,0.031044595,0.003765126,0.006532511,0.001564027,0.001968517,6.74E-06,0.000414602,0.002922439,0.002558398,0.014565005,0.013587488,0.015340277,0.016880709,0.013472882,0.003714565,0.004621296,0.013118954,0.002622442,0.012663903,0.005032528,0.00738194,0.01418411,0.018872822,0.001115718,4.04E-05,0.028853608,0.003272997,0.028600802,0.008760576,0.00459433,0.004530286,0.001924697,0.01859642,0.000647184,5.39E-05,2.02E-05,0.007651599,0.002750531,0.000606735,0.012444804,0.001823575,0.008362827,0.002686487,0.008767317,0.006245997,0.004125796,0.006229143,0.013118954,0.010698756,0.006697678,0.018589679,0.00288199,0.00445613,0.006525769,0.012943675,0.008902147,0.003697711,0.00067415,0.005966225,0.002076381,0.000846058,0.004971854,3.37E-06,0.001223582,0.00832912,0.003455017,0.00621229,0.006094314,0.001071898,0.005841507,0.001324704,0.003128055,0.009920113,0.00261233,0.005346007,0.001628072,0.007183065,0.001928068,0.005285334,0.005379715,0.003188728,0.000397748,0.011500994,0.001021337,0.007408906,0.006690936,0.000465163,0,0.011871777,0.001746048,0.002359524,0.001253918,0.000246065,0.000148313,3.03E-05,0.001867395,0.00153032,0.003532545,0.004617926,0.002042674,0.000171908,0.006158358,0.000819092,0.003407827,0.001149425,0.000340446,0.009077426,0.001955034,1.01E-05,0.000930327,0.00053932,0.000849429,0.003050528,1.69E-05,0.010712239,0.003181987,0.019493039,0.008416759,0.000235952,0.000660667,0.004671858,0.001371895,6.74E-06,0.000576398,0.001459534,0.007230256,0.001493242,0.005349378,0,0.001108976,2.36E-05,0.001560657,0.000286514,0.000603364,0.001628072,0.000970776,4.38E-05,0.001476388,0.001385378,0.000299997,8.09E-05,0.003401085,0.002629184,0.00153032,0.000657296,3.03E-05,8.09E-05,0.001119089,0.000546061,0.002696599,0.002710082,6.74E-06,6.40E-05,0.000155054,0.000171908,0.000455051,0.000883136,0.00031685,0.00031348,8.09E-05,0.00067752,0.00058314,3.37E-06,0.000798867,4.04E-05,0.003262885,0.000198874,0.000131459,0.000421344,0.001321333,0.00094718,0.000633701,0.001432568,1.35E-05,0.000401119,0.000117976,4.04E-05,0.000202245,0.000347187,0.000502242,0.000114605,9.78E-05,3.37E-06,5.39E-05,0.000323592,0,3.37E-06,1.69E-05,0.00031685,3.71E-05,0.001826946,0.000738194,0.00058651,0,0.000131459,0.000185391,1.69E-05,8.43E-05,3.37E-06,6.07E-05,9.10E-05,0.000515725,0.000502242,0.000303367,0.000829204,0.000455051,0,0.000107864,0.000367412,3.71E-05,1.69E-05,0.000293255,0.00017865,0.000252806,8.09E-05,1.69E-05,5.39E-05,0.001469646,1.01E-05,1.35E-05,0.00031685,0.001324704,0.000235952,0.001115718,6.07E-05,0.001264031,0.00013483,0.000188762,1.01E-05,2.02E-05,5.73E-05,0.000353929,1.01E-05,0,1.01E-05,0.003997708,3.37E-05,0.00017865,6.74E-06,0.004631409,0.013705464,3.37E-06,5.73E-05,0.005002191,6.74E-06,6.74E-06,1.01E-05,3.37E-06,0.000873024,1.01E-05,0,3.37E-06,0,1.69E-05,0.002774126,0.000259548,0.001779755,0.000219099,0.003357266,0.000320221,9.44E-05,0.000249435,3.37E-05,6.74E-06,6.74E-06,6.74E-06,6.74E-06,3.37E-06,6.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1st-2,0.002588286,0.002321452,0.004907312,0.03463257,0.000516687,0.054720286,0.018598299,0.014093663,0.011129385,0.002391799,0.007400993,0.017788095,1.21E-05,0.006059548,0.003590124,0.024655421,0.006690245,0.007760005,0,0.010338588,0.002200164,0.000574905,0.003153488,0.001923627,0.009361006,0.009768534,0.013768612,0.009499275,0.01095473,0.002365116,0.002702296,0.010110566,0.002639226,0.006852771,0.014741341,0.004807856,0.017955473,0.020352123,0.001273524,0.010302201,0.010624827,0.001013968,0.031537301,0.007912828,0.001947885,0.005768456,0.00143605,0.009026252,0.004203841,0.006175984,0.003476114,0.007561093,0.003017645,0.001205603,0.012587267,0.001753824,0.005166868,0.005465236,0.024876165,0.006265737,0.005855784,0.002265659,0.018641963,2.18E-05,0.000198912,0.017332053,0.001683477,0.003080715,0.01108087,0.005166868,0.007679955,0.00474236,0.001183771,0.0051887,0.001368128,0.000885402,0.007941937,0.003354826,0.002061896,0.015122186,0.002265659,0.003502797,0.00437607,0.001821745,0.003556164,0.000409953,0.003400915,0.011512655,0.001110998,0.004562854,0.001991549,0.005518603,0.001057631,0.002061896,0.003772056,0.003051606,0.000230447,0.013838959,0.000618569,0.005399741,0.002396651,0.000283814,0.000744708,0.012281621,0.005763605,7.76E-05,0.002032787,0.000249853,0.003408192,0.002066747,0.001414218,2.91E-05,0.002251105,1.21E-05,0.001571892,0,0.003476114,0.000574905,0.003696858,0.001598576,0.00153308,0.009792792,0.002680464,0.00138996,0.000448766,0.000368715,0.000298368,0,0.001642239,0.010542351,0.003587698,0.019454592,0.009923783,0.000266834,0.000897531,0.002806604,0.003425173,0.000674361,0.000441488,0.000756837,0.006180836,0.001127978,0.005622911,0.0001601,0,0,0.003294182,0.000453617,0.001205603,0.003793888,1.46E-05,3.40E-05,0.001457882,0.001850855,0.000147971,7.52E-05,0.001802339,0.001792636,0.002685316,0.000390547,0.002158926,0.000218318,0.00161313,0.00024015,0.001673774,2.43E-06,0.001406941,6.06E-05,9.46E-05,0.000378419,9.22E-05,0.001035799,0.000325052,1.46E-05,0.000167377,0.001457882,0.000647678,0.000630698,0.000426934,0.002107985,0.0031923,0.000194061,0.000329903,4.85E-05,0.001268672,0.001127978,0.000174655,0.0018363,0.000361438,0.000298368,0,0.003134081,2.43E-06,0.000325052,0.000587034,0,9.46E-05,0.000259556,0.002639226,0.000715599,0.000118862,0.000155249,0.002391799,0.000426934,7.03E-05,0.00130991,0.001013968,0.00097273,6.79E-05,0.000201338,0.000351735,6.55E-05,0.000167377,0.000186783,0.000633123,0.000555499,0.000354161,0.000628272,0.000616143,0.000504558,0.000388122,9.70E-06,0.000211041,0.000281388,8.98E-05,2.91E-05,4.37E-05,0.000342032,0.000245002,0.005656871,0.001584021,0.000145546,7.76E-05,0,4.12E-05,0.000548222,0.000907234,0.000249853,7.28E-06,0.000130991,0.000247427,0.000310497,0.000235299,0.000123714,2.91E-05,0.000249853,0,1.21E-05,0,0,0.023321253,7.28E-06,2.43E-06,0,0.007515003,0.01666982,0,6.31E-05,0.008703626,1.70E-05,0,4.85E-06,0,0.001642239,7.28E-06,0.00024015,2.43E-06,0,7.28E-05,0.003425173,0,0.002331155,0.000109159,0.007124456,0.00121288,0.000264408,0.000426934,4.85E-05,2.43E-06,0,0,0,0,3.64E-05,7.28E-06,1.21E-05,2.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3rd-26,0.002267905,0.001123532,0.003309966,0.021339523,0.000401667,0.038300493,0.015428192,0.014469496,0.013518378,0.001614248,0.004264873,0.024704433,0.001422887,0.004247821,0.00384047,0.017351269,0.001979917,0.004406972,1.89E-06,0.004713907,3.79E-06,0.000354301,0.001924972,0.002553998,0.009509284,0.011544146,0.020125047,0.01522357,0.00596438,0.002406214,0.002821144,0.01091133,0.000683971,0.006007958,5.87E-05,0.013866995,0.016731717,0.014744221,0.001205002,2.08E-05,0.025494505,0.00428003,0.022517999,0.010862069,0.003798787,0.008677529,0.002169382,0.020778704,0.001212581,0.009342554,1.89E-06,0.011390678,0.00328723,0.000490716,0.009854111,0.001394468,0.010685866,5.68E-05,0.011885184,0.002713149,0.004765063,0.010210307,0.009818113,0.010096628,0.00160288,0.0128723,0.002917772,0.003486169,0.009187192,0.012622205,0.007660099,0.00679803,0.001441834,0.003546798,0.001790451,0.000382721,0.005162941,3.79E-06,0.001062903,0.008861311,0.003044714,0.004859795,0.005761652,0.001955286,0.007262221,0.000369458,0.00530504,0.010030315,0.002533156,0.00309587,0.002159909,0.008745737,0.000810913,0.008255021,0.002849564,0.004166351,0.000428192,0.012811671,0.001000379,0.016606669,0.001295945,0.000774915,3.79E-06,0.013154604,0.005676393,0.001508147,0.001551724,0.000121258,9.47E-06,0.003171656,0.001047745,0.000369458,0.0021277,0.006146268,0.003277757,5.68E-06,0.010831754,0.000541872,0.003131868,0.002804092,0.001051535,0.015881016,0.00430845,1.89E-06,0.000316408,0.00061008,0.000994695,7.58E-06,7.58E-06,0.016479727,0.005005684,0.020308829,0.01522357,0.000405457,0.000738916,0.003467222,0.00196097,1.89E-06,0.000409246,0.000704812,0.011873816,0.000714286,0.010255779,1.89E-06,1.89E-06,1.89E-06,0.004120879,0.000242516,0.000344828,5.68E-06,0.000272831,0.000126942,0.000926487,0.000625237,0.000136415,8.53E-05,0.003389541,0.002093596,5.68E-06,0.000593028,5.68E-06,7.96E-05,0.002074649,0.000284199,0.004039409,3.79E-06,1.89E-06,5.87E-05,0.000155362,1.89E-06,0.000657446,0.000884805,0.000242516,9.66E-05,6.25E-05,0.000805229,0.000217886,0,0.000365669,0.006110269,0.004719591,7.77E-05,0.000161046,4.93E-05,0.00127321,0.000490716,0.000113679,0.001210686,0.00057787,0.000208412,1.71E-05,0.011275104,0.000221675,0.0002482,0.000380826,0,8.53E-05,0,7.58E-06,0.000155362,0,0.000151573,0,0.000413035,2.46E-05,0.002726412,0.000394089,0.000776809,0,0.000145889,0.000225464,5.87E-05,7.20E-05,0,0.000320197,0,0.000289883,0.000490716,0.000323986,0.001023115,0.000323986,1.89E-06,0.00010989,0.000174308,4.17E-05,1.14E-05,9.85E-05,0.000278515,0.000202728,7.58E-06,1.89E-06,6.06E-05,4.36E-05,1.52E-05,2.08E-05,0.000172414,0.001525199,0.000221675,0.00151762,6.06E-05,0.000161046,0.000242516,0.000130731,0,2.46E-05,0.000178098,0.000147783,1.52E-05,1.89E-06,0,0.008698371,1.89E-05,1.33E-05,5.68E-06,0.014069723,0.017974612,3.79E-06,1.33E-05,0.015513452,3.79E-06,3.79E-06,1.52E-05,0,0.001447518,5.68E-06,0,7.58E-06,1.89E-06,0,0.006184161,0,0.004391815,0.000172414,0.005354301,0.000784388,0.000306934,0.000365669,7.20E-05,0,0,1.89E-06,0,0,4.36E-05,9.47E-06,3.79E-06,0,1.89E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pre-12,0.005066641,0.001442503,0.005257385,0.025643165,0.000560311,0.055315801,0.02149448,0.013173267,0.032152309,0.003481081,0.005352757,0.024880189,0.001013328,0.004434801,0.002539281,0.019217472,0.00640185,0.004852054,0.001585561,0.006676045,0.004565938,0.000584154,0.001192151,0.001454424,0.007140984,0.005722324,0.012374526,0.00971603,0.008714623,0.00529315,0.003087671,0.006139577,0.00292077,0.008309292,0.006854868,0.0148542,0.017095444,0.022019027,0.001180229,0.043167783,0.014126988,0.002336616,0.02141103,0.004756682,0.003314179,0.002908848,0.003409552,0.014043537,0.002110107,0.010705515,0.021577931,0.005913068,0.002014735,0.000798741,0.006699888,0.001645168,0.007748981,0.002265087,0.01714313,0.003814883,0.003624139,0.006997926,0.022460123,0.003838726,0.005078563,0.014305811,0.002885005,0.003075749,0.009263012,0.017369638,0.006497222,0.002515438,0.000429174,0.0031592,0.001466346,0.00063184,0.007140984,0.008321213,0.001537875,0.010145204,0.006032283,0.004315586,0.003671825,0.001311366,0.002682339,0.000560311,0.003063828,0.008631172,0.001239837,0.003814883,0.001955127,0.004852054,0.000906035,0.006807182,0.004208293,0.001776305,0.000286116,0.008869603,0.000655683,0.006986004,0.002157793,0.00141866,0.002491595,0.008178155,0.003588374,0.001490189,0.00292077,0.000107294,0.008440428,0.004911662,0.001275601,0.000858349,0.001049093,0.001859755,0.001597482,5.96E-05,0.004172528,0.000846427,0.002408145,0.001311366,0.000691448,0.011575785,0.001454424,0.005078563,0.000703369,0.000512625,0.000655683,0.004410958,0.002777712,0.009668344,0.003481081,0.012016881,0.012064567,0.000262273,0.00087027,0.002408145,0.001585561,0.001633247,0.000548389,0.000894113,0.003814883,0.000941799,0.002455831,0.000441096,0.001001407,8.35E-05,0.0020505,0.000381488,0.001192151,0.002098186,0.000405331,1.19E-05,0.001573639,0.001335209,2.38E-05,0.000107294,0.000941799,0.003051906,0.000977564,0.000357645,0.00339763,0.000178823,0.00087027,0.000810663,0.001871677,0.00213395,0.002515438,3.58E-05,0.000357645,0.000190744,0.000274195,0.000751055,0.000512625,0.000298038,0.000309959,0.000381488,0.000834506,0.00189552,0.000548389,0.004756682,0.003779118,0.000298038,0.00023843,8.35E-05,0.001239837,0.001335209,0.000405331,0.000941799,0.001370974,0.000274195,0.000131137,0.005781932,0.000381488,0.000488782,0.000596075,0.000321881,0.000107294,0.00165709,0.000226509,0.000834506,0.000560311,0.000262273,0.000143058,0.00039341,2.38E-05,0.000977564,0.000989485,0.000810663,0.000131137,0.000166901,0.000333802,2.38E-05,0.000178823,0.001192151,0.000607997,0.000202666,0.000369567,0.000417253,0.000250352,0.000488782,0.000286116,0.000214587,0.000107294,0.000441096,3.58E-05,1.19E-05,0.000107294,7.15E-05,0.000178823,0.000131137,4.77E-05,0.000107294,7.15E-05,0,3.58E-05,0.000333802,0.000655683,0.000250352,0.000524546,5.96E-05,0.000274195,0.000226509,0.000143058,0,1.19E-05,0.000107294,0.000119215,3.58E-05,0,1.19E-05,0.004828211,2.38E-05,0,0,0.003671825,0.003862569,0,1.19E-05,0.002193558,0,0,0,0,0.001120622,0,1.19E-05,0,0,1.19E-05,0.002217401,0,0.00047686,0.000107294,0.001597482,0.000202666,0.000250352,7.15E-05,2.38E-05,0,0,0,0,0,4.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
